date,air_temp,air_temp_avg,wind_speed_10ft,wind_dir_10ft
2016.890151,0.43,0.38,3.90,289.85
2016.89017,0.51,0.54,4.84,273.20
2016.890189,0.33,0.39,5.40,279.30
2016.890208,0.42,0.39,3.98,297.20
2016.890227,0.37,0.39,3.42,297.20
2016.890246,0.58,0.46,4.56,259.00
2016.890264,0.81,0.75,2.96,343.20
2016.890283,0.95,0.92,4.37,283.30
2016.890302,0.88,0.92,6.36,304.90
2016.890321,0.79,0.82,2.54,299.30
2016.89034,0.76,0.78,3.63,322.60
2016.890359,0.75,0.76,3.72,234.00
2016.890378,0.75,0.70,4.24,249.50
2016.890397,0.86,0.81,3.23,293.00
2016.890416,0.91,0.82,2.94,343.10
